Geographic Name,Race Origin,Income Level,Year,Measure Names,Measure Values
Adams County,  White alone not Hispanic or Latino,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3122
Adams County,Hispanic or Latino origin,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Adams County,  Two or more races,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Adams County,  Some other race alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Adams County,  Asian alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Adams County,  American Indian and Alaska Native alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Adams County,  Black/African American alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Adams County,  White alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3146
Adams County,Total,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3104
Adams County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2017-2021,Estimate,
Adams County,  White alone not Hispanic or Latino,Median Nonfamily Income,2017-2021,Estimate,29226
Adams County,Hispanic or Latino origin,Median Nonfamily Income,2017-2021,Estimate,
Adams County,  Two or more races,Median Nonfamily Income,2017-2021,Estimate,
Adams County,  Some other race alone,Median Nonfamily Income,2017-2021,Estimate,
Adams County,  Asian alone,Median Nonfamily Income,2017-2021,Estimate,
Adams County,  American Indian and Alaska Native alone,Median Nonfamily Income,2017-2021,Estimate,
Adams County,  Black/African American alone,Median Nonfamily Income,2017-2021,Estimate,
Adams County,  White alone,Median Nonfamily Income,2017-2021,Estimate,29167
Adams County,Total,Median Nonfamily Income,2017-2021,Estimate,28899
Adams County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Adams County,  White alone not Hispanic or Latino,Median Nonfamily Income,2012-2016,Margin of Error (+/-),4547
Adams County,Hispanic or Latino origin,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Adams County,  Two or more races,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Adams County,  Some other race alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Adams County,  Asian alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Adams County,  American Indian and Alaska Native alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Adams County,  Black/African American alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Adams County,  White alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),4820
Adams County,Total,Median Nonfamily Income,2012-2016,Margin of Error (+/-),4979
Adams County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2012-2016,Estimate,
Adams County,  White alone not Hispanic or Latino,Median Nonfamily Income,2012-2016,Estimate,28188
Adams County,Hispanic or Latino origin,Median Nonfamily Income,2012-2016,Estimate,
Adams County,  Two or more races,Median Nonfamily Income,2012-2016,Estimate,
Adams County,  Some other race alone,Median Nonfamily Income,2012-2016,Estimate,
Adams County,  Asian alone,Median Nonfamily Income,2012-2016,Estimate,
Adams County,  American Indian and Alaska Native alone,Median Nonfamily Income,2012-2016,Estimate,
Adams County,  Black/African American alone,Median Nonfamily Income,2012-2016,Estimate,
Adams County,  White alone,Median Nonfamily Income,2012-2016,Estimate,28094
Adams County,Total,Median Nonfamily Income,2012-2016,Estimate,28000
Adams County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Adams County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Margin of Error (+/-),4023
Adams County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Adams County,  Two or more races,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Adams County,  Some other race alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Adams County,  Asian alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Adams County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Adams County,  Black/African American alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Adams County,  White alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),4023
Adams County,Total,Median Nonfamily Income,2007-2011,Margin of Error (+/-),4271
Adams County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Estimate,
Adams County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Estimate,21000
Adams County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Estimate,
Adams County,  Two or more races,Median Nonfamily Income,2007-2011,Estimate,
Adams County,  Some other race alone,Median Nonfamily Income,2007-2011,Estimate,
Adams County,  Asian alone,Median Nonfamily Income,2007-2011,Estimate,
Adams County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Estimate,
Adams County,  Black/African American alone,Median Nonfamily Income,2007-2011,Estimate,
Adams County,  White alone,Median Nonfamily Income,2007-2011,Estimate,21000
Adams County,Total,Median Nonfamily Income,2007-2011,Estimate,21143
Adams County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2017-2021,Margin of Error (+/-),
Adams County,  White alone not Hispanic or Latino,Per Capita Income,2017-2021,Margin of Error (+/-),8124
Adams County,Hispanic or Latino origin,Per Capita Income,2017-2021,Margin of Error (+/-),7820
Adams County,  Two or more races,Per Capita Income,2017-2021,Margin of Error (+/-),30517
Adams County,  Some other race alone,Per Capita Income,2017-2021,Margin of Error (+/-),3871
Adams County,  Asian alone,Per Capita Income,2017-2021,Margin of Error (+/-),
Adams County,  American Indian and Alaska Native alone,Per Capita Income,2017-2021,Margin of Error (+/-),
Adams County,  Black/African American alone,Per Capita Income,2017-2021,Margin of Error (+/-),
Adams County,  White alone,Per Capita Income,2017-2021,Margin of Error (+/-),8083
Adams County,Total,Per Capita Income,2017-2021,Margin of Error (+/-),7879
Adams County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2017-2021,Estimate,
Adams County,  White alone not Hispanic or Latino,Per Capita Income,2017-2021,Estimate,36069
Adams County,Hispanic or Latino origin,Per Capita Income,2017-2021,Estimate,10284
Adams County,  Two or more races,Per Capita Income,2017-2021,Estimate,58036
Adams County,  Some other race alone,Per Capita Income,2017-2021,Estimate,8352
Adams County,  Asian alone,Per Capita Income,2017-2021,Estimate,
Adams County,  American Indian and Alaska Native alone,Per Capita Income,2017-2021,Estimate,
Adams County,  Black/African American alone,Per Capita Income,2017-2021,Estimate,
Adams County,  White alone,Per Capita Income,2017-2021,Estimate,35943
Adams County,Total,Per Capita Income,2017-2021,Estimate,36129
Adams County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2012-2016,Margin of Error (+/-),
Adams County,  White alone not Hispanic or Latino,Per Capita Income,2012-2016,Margin of Error (+/-),1862
Adams County,Hispanic or Latino origin,Per Capita Income,2012-2016,Margin of Error (+/-),6778
Adams County,  Two or more races,Per Capita Income,2012-2016,Margin of Error (+/-),3747
Adams County,  Asian alone,Per Capita Income,2012-2016,Margin of Error (+/-),10624
Adams County,  White alone,Per Capita Income,2012-2016,Margin of Error (+/-),1853
Adams County,Total,Per Capita Income,2012-2016,Margin of Error (+/-),1779
Adams County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2012-2016,Estimate,
Adams County,  White alone not Hispanic or Latino,Per Capita Income,2012-2016,Estimate,27528
Adams County,Hispanic or Latino origin,Per Capita Income,2012-2016,Estimate,10894
Adams County,  Two or more races,Per Capita Income,2012-2016,Estimate,6763
Adams County,  Asian alone,Per Capita Income,2012-2016,Estimate,18694
Adams County,  White alone,Per Capita Income,2012-2016,Estimate,27436
Adams County,Total,Per Capita Income,2012-2016,Estimate,26991
Adams County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2007-2011,Margin of Error (+/-),
Adams County,  White alone not Hispanic or Latino,Per Capita Income,2007-2011,Margin of Error (+/-),2605
Adams County,Hispanic or Latino origin,Per Capita Income,2007-2011,Margin of Error (+/-),5984
Adams County,  Two or more races,Per Capita Income,2007-2011,Margin of Error (+/-),2362
Adams County,  Some other race alone,Per Capita Income,2007-2011,Margin of Error (+/-),6480
Adams County,  Asian alone,Per Capita Income,2007-2011,Margin of Error (+/-),
Adams County,  American Indian and Alaska Native alone,Per Capita Income,2007-2011,Margin of Error (+/-),25527
Adams County,  Black/African American alone,Per Capita Income,2007-2011,Margin of Error (+/-),11512
Adams County,  White alone,Per Capita Income,2007-2011,Margin of Error (+/-),2602
Adams County,Total,Per Capita Income,2007-2011,Margin of Error (+/-),2487
Adams County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2007-2011,Estimate,
Adams County,  White alone not Hispanic or Latino,Per Capita Income,2007-2011,Estimate,24719
Adams County,Hispanic or Latino origin,Per Capita Income,2007-2011,Estimate,11702
Adams County,  Two or more races,Per Capita Income,2007-2011,Estimate,5822
Adams County,  Some other race alone,Per Capita Income,2007-2011,Estimate,15216
Adams County,  Asian alone,Per Capita Income,2007-2011,Estimate,
Adams County,  American Indian and Alaska Native alone,Per Capita Income,2007-2011,Estimate,20806
Adams County,  Black/African American alone,Per Capita Income,2007-2011,Estimate,14640
Adams County,  White alone,Per Capita Income,2007-2011,Estimate,24594
Adams County,Total,Per Capita Income,2007-2011,Estimate,24105
Allamakee County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2017-2021,Margin of Error (+/-),
Allamakee County,  White alone not Hispanic or Latino,Median Household Income,2017-2021,Margin of Error (+/-),3435
Allamakee County,Hispanic or Latino origin,Median Household Income,2017-2021,Margin of Error (+/-),15346
Allamakee County,  Two or more races,Median Household Income,2017-2021,Margin of Error (+/-),20038
Allamakee County,  Some other race alone,Median Household Income,2017-2021,Margin of Error (+/-),40909
Allamakee County,  Asian alone,Median Household Income,2017-2021,Margin of Error (+/-),
Allamakee County,  American Indian and Alaska Native alone,Median Household Income,2017-2021,Margin of Error (+/-),
Allamakee County,  Black/African American alone,Median Household Income,2017-2021,Margin of Error (+/-),
Allamakee County,  White alone,Median Household Income,2017-2021,Margin of Error (+/-),3284
Allamakee County,Total,Median Household Income,2017-2021,Margin of Error (+/-),2644
Allamakee County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2017-2021,Estimate,
Allamakee County,  White alone not Hispanic or Latino,Median Household Income,2017-2021,Estimate,60162
Allamakee County,Hispanic or Latino origin,Median Household Income,2017-2021,Estimate,48083
Allamakee County,  Two or more races,Median Household Income,2017-2021,Estimate,40905
Allamakee County,  Some other race alone,Median Household Income,2017-2021,Estimate,77917
Allamakee County,  Asian alone,Median Household Income,2017-2021,Estimate,
Allamakee County,  American Indian and Alaska Native alone,Median Household Income,2017-2021,Estimate,
Allamakee County,  Black/African American alone,Median Household Income,2017-2021,Estimate,
Allamakee County,  White alone,Median Household Income,2017-2021,Estimate,59871
Allamakee County,Total,Median Household Income,2017-2021,Estimate,59461
Allamakee County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2012-2016,Margin of Error (+/-),
Allamakee County,  White alone not Hispanic or Latino,Median Household Income,2012-2016,Margin of Error (+/-),3126
Allamakee County,Hispanic or Latino origin,Median Household Income,2012-2016,Margin of Error (+/-),22435
Allamakee County,  Two or more races,Median Household Income,2012-2016,Margin of Error (+/-),42246
Allamakee County,  Some other race alone,Median Household Income,2012-2016,Margin of Error (+/-),
Allamakee County,  Asian alone,Median Household Income,2012-2016,Margin of Error (+/-),
Allamakee County,  American Indian and Alaska Native alone,Median Household Income,2012-2016,Margin of Error (+/-),
Allamakee County,  Black/African American alone,Median Household Income,2012-2016,Margin of Error (+/-),9906
